fact_id,fact_type,subject,predicate,object,fact_confidence,evidence_source,evidence_source_id,evidence_url,evidence_quote_span,evidence_status,applies_to_species,applies_to_stage,jurisdiction
drug-page-wiki-drugs-rule_cards-RULE-066-盐酸氯苯胍-md,drug_index_entry,盐酸氯苯胍,page_relpath,wiki/drugs/rule_cards/RULE-066-盐酸氯苯胍.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-盐霉素钠-md,drug_index_entry,盐霉素钠,page_relpath,wiki/drugs/盐霉素钠.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-061-盐霉素钠-md,drug_index_entry,盐霉素钠,page_relpath,wiki/drugs/rule_cards/RULE-061-盐霉素钠.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-062-盐霉素钠-md,drug_index_entry,盐霉素钠,page_relpath,wiki/drugs/rule_cards/RULE-062-盐霉素钠.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-硝基呋喃类-md,drug_index_entry,硝基呋喃类,page_relpath,wiki/drugs/硝基呋喃类.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-014-硝基呋喃类-md,drug_index_entry,硝基呋喃类,page_relpath,wiki/drugs/rule_cards/RULE-014-硝基呋喃类.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-硫氰酸红霉素-md,drug_index_entry,硫氰酸红霉素,page_relpath,wiki/drugs/硫氰酸红霉素.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-059-硫氰酸红霉素-md,drug_index_entry,硫氰酸红霉素,page_relpath,wiki/drugs/rule_cards/RULE-059-硫氰酸红霉素.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-060-硫氰酸红霉素-md,drug_index_entry,硫氰酸红霉素,page_relpath,wiki/drugs/rule_cards/RULE-060-硫氰酸红霉素.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-硫酸安普霉素-md,drug_index_entry,硫酸安普霉素,page_relpath,wiki/drugs/硫酸安普霉素.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-039-硫酸安普霉素-md,drug_index_entry,硫酸安普霉素,page_relpath,wiki/drugs/rule_cards/RULE-039-硫酸安普霉素.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-040-硫酸安普霉素-md,drug_index_entry,硫酸安普霉素,page_relpath,wiki/drugs/rule_cards/RULE-040-硫酸安普霉素.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-硫酸新霉素-md,drug_index_entry,硫酸新霉素,page_relpath,wiki/drugs/硫酸新霉素.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-055-硫酸新霉素-md,drug_index_entry,硫酸新霉素,page_relpath,wiki/drugs/rule_cards/RULE-055-硫酸新霉素.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-056-硫酸新霉素-md,drug_index_entry,硫酸新霉素,page_relpath,wiki/drugs/rule_cards/RULE-056-硫酸新霉素.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-硫酸粘菌素-md,drug_index_entry,硫酸粘菌素,page_relpath,wiki/drugs/硫酸粘菌素.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-057-硫酸粘菌素-md,drug_index_entry,硫酸粘菌素,page_relpath,wiki/drugs/rule_cards/RULE-057-硫酸粘菌素.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-058-硫酸粘菌素-md,drug_index_entry,硫酸粘菌素,page_relpath,wiki/drugs/rule_cards/RULE-058-硫酸粘菌素.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-磺胺二甲嘧啶-md,drug_index_entry,磺胺二甲嘧啶,page_relpath,wiki/drugs/磺胺二甲嘧啶.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-073-磺胺二甲嘧啶-md,drug_index_entry,磺胺二甲嘧啶,page_relpath,wiki/drugs/rule_cards/RULE-073-磺胺二甲嘧啶.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-磺胺喹噁啉钠-md,drug_index_entry,磺胺喹噁啉钠,page_relpath,wiki/drugs/磺胺喹噁啉钠.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-069-磺胺喹噁啉钠-md,drug_index_entry,磺胺喹噁啉钠,page_relpath,wiki/drugs/rule_cards/RULE-069-磺胺喹噁啉钠.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-070-磺胺喹噁啉钠-md,drug_index_entry,磺胺喹噁啉钠,page_relpath,wiki/drugs/rule_cards/RULE-070-磺胺喹噁啉钠.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-磺胺氯吡嗪钠-md,drug_index_entry,磺胺氯吡嗪钠,page_relpath,wiki/drugs/磺胺氯吡嗪钠.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-029-磺胺氯吡嗪钠-md,drug_index_entry,磺胺氯吡嗪钠,page_relpath,wiki/drugs/rule_cards/RULE-029-磺胺氯吡嗪钠.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-030-磺胺氯吡嗪钠-md,drug_index_entry,磺胺氯吡嗪钠,page_relpath,wiki/drugs/rule_cards/RULE-030-磺胺氯吡嗪钠.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-诺氟沙星-md,drug_index_entry,诺氟沙星,page_relpath,wiki/drugs/诺氟沙星.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-019-诺氟沙星-md,drug_index_entry,诺氟沙星,page_relpath,wiki/drugs/rule_cards/RULE-019-诺氟沙星.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-达氟沙星-md,drug_index_entry,达氟沙星,page_relpath,wiki/drugs/达氟沙星.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-048-达氟沙星-md,drug_index_entry,达氟沙星,page_relpath,wiki/drugs/rule_cards/RULE-048-达氟沙星.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-049-达氟沙星-md,drug_index_entry,达氟沙星,page_relpath,wiki/drugs/rule_cards/RULE-049-达氟沙星.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-酒石酸泰乐菌素-md,drug_index_entry,酒石酸泰乐菌素,page_relpath,wiki/drugs/酒石酸泰乐菌素.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-031-酒石酸泰乐菌素-md,drug_index_entry,酒石酸泰乐菌素,page_relpath,wiki/drugs/rule_cards/RULE-031-酒石酸泰乐菌素.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-032-酒石酸泰乐菌素-md,drug_index_entry,酒石酸泰乐菌素,page_relpath,wiki/drugs/rule_cards/RULE-032-酒石酸泰乐菌素.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-阿苯达唑-md,drug_index_entry,阿苯达唑,page_relpath,wiki/drugs/阿苯达唑.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-074-阿苯达唑-md,drug_index_entry,阿苯达唑,page_relpath,wiki/drugs/rule_cards/RULE-074-阿苯达唑.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-阿莫西林-md,drug_index_entry,阿莫西林,page_relpath,wiki/drugs/阿莫西林.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-021-阿莫西林-md,drug_index_entry,阿莫西林,page_relpath,wiki/drugs/rule_cards/RULE-021-阿莫西林.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-022-阿莫西林-md,drug_index_entry,阿莫西林,page_relpath,wiki/drugs/rule_cards/RULE-022-阿莫西林.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-马杜霉素铵-md,drug_index_entry,马杜霉素铵,page_relpath,wiki/drugs/马杜霉素铵.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-033-马杜霉素铵-md,drug_index_entry,马杜霉素铵,page_relpath,wiki/drugs/rule_cards/RULE-033-马杜霉素铵.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
drug-page-wiki-drugs-rule_cards-RULE-034-马杜霉素铵-md,drug_index_entry,马杜霉素铵,page_relpath,wiki/drugs/rule_cards/RULE-034-马杜霉素铵.md,1.00,compliance_rule_master_v2_2.csv,,,,INFERRED,chicken,,
SRC-0066-standard-number,diagnosis_standard,WOAH Terrestrial Manual chapter 3.3.14 Newcastle disease,standard_no,,0.98,source_inventory,SRC-0066,https://www.woah.org/fileadmin/Home/eng/Health_standards/tahm/3.03.14_NEWCASTLE_DIS.pdf,,EXTRACTED,chicken,all_stages,WOAH
SRC-0065-standard-number,diagnosis_standard,WOAH Terrestrial Manual chapter 3.3.4 Avian influenza,standard_no,,0.98,source_inventory,SRC-0065,https://www.woah.org/fileadmin/Home/eng/Health_standards/tahm/3.03.04_AI.pdf,,EXTRACTED,chicken,all_stages,WOAH
SRC-0014-standard-number,diagnosis_standard,GB/T 18936-2020 高致病性禽流感诊断技术,standard_no,GB/T 18936-2020,0.98,source_inventory,SRC-0014,https://std.cahec.cn/gb/details/493.html,,EXTRACTED,chicken,all_stages,CN
SRC-0015-standard-number,diagnosis_standard,GB/T 19167-2020 传染性法氏囊病诊断技术,standard_no,GB/T 19167-2020,0.98,source_inventory,SRC-0015,https://std.cahec.cn/gb/details/494.html,,EXTRACTED,chicken,all_stages,CN
SRC-0018-standard-number,diagnosis_standard,GB/T 36873-2018 原种鸡群禽白血病净化检测规程,standard_no,GB/T 36873-2018,0.98,source_inventory,SRC-0018,https://std.cahec.cn/gb/details/415.html,,EXTRACTED,chicken,all_stages,CN
SRC-0025-standard-number,diagnosis_standard,GB/T 36873-2018 ?????????????? PDF,standard_no,GB/T 36873-2018,0.98,source_inventory,SRC-0025,https://std.cahec.cn/std/File/20191218/58901576657150.pdf,,EXTRACTED,chicken,all_stages,CN
SRC-0016-standard-number,diagnosis_standard,NY/T 556-2020 鸡传染性喉气管炎诊断技术,standard_no,NY/T 556-2020,0.98,source_inventory,SRC-0016,https://std.cahec.cn/qb/details/537.html,,EXTRACTED,chicken,all_stages,CN
SRC-0024-standard-number,diagnosis_standard,NY/T 556-2020 ???????????? PDF,standard_no,NY/T 556-2020,0.98,source_inventory,SRC-0024,https://std.cahec.cn/std/File/20210830/82541630308448.pdf,,EXTRACTED,chicken,all_stages,CN
SRC-0011-standard-number,diagnosis_standard,家禽动物卫生国家标准索引页,standard_no,,0.98,source_inventory,SRC-0011,https://std.cahec.cn/gb/12_2.html,,EXTRACTED,chicken,all_stages,CN
SRC-0012-standard-number,diagnosis_standard,GB/T 16550-2020 新城疫诊断技术,standard_no,GB/T 16550-2020,0.98,source_inventory,SRC-0012,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=DAA58A6FCC696F91339EED5BF8460CAB,,EXTRACTED,chicken,all_stages,CN
SRC-0013-standard-number,diagnosis_standard,GB/T 23197-2022 鸡传染性支气管炎诊断技术,standard_no,GB/T 23197-2022,0.98,source_inventory,SRC-0013,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E047C85709682D29ABE9153B0D2154AD,,EXTRACTED,chicken,all_stages,CN
SRC-0017-standard-number,diagnosis_standard,GB/T 43173-2023 鸡白痢净化检测规程,standard_no,GB/T 43173-2023,0.98,source_inventory,SRC-0017,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=B5722D3A5519C618E966E9290DE31E08,,EXTRACTED,chicken,all_stages,CN
SRC-0072-standard-number,diagnosis_standard,动物卫生国家标准选编 PDF（含禽病相关标准汇编）,standard_no,,0.98,source_inventory,SRC-0072,https://std.cahec.cn/std/File/20200211/75551581405399.pdf,,EXTRACTED,chicken,all_stages,CN
SRC-0073-standard-number,diagnosis_standard,GB/T 18643-2021 鸡马立克氏病诊断技术,standard_no,GB/T 18643-2021,0.98,source_inventory,SRC-0073,https://std.cahec.cn/gb/details/502.html,,EXTRACTED,chicken,all_stages,CN
SRC-0074-standard-number,diagnosis_standard,GB/T 18936-2025 禽流感诊断技术,standard_no,GB/T 18936-2025,0.98,source_inventory,SRC-0074,https://std.cahec.cn/gb/details/1841.html,,EXTRACTED,chicken,all_stages,CN
SRC-0075-standard-number,diagnosis_standard,GB/T 47129-2026 鸡红螨病诊断技术,standard_no,GB/T 47129-2026,0.98,source_inventory,SRC-0075,https://std.cahec.cn/gb/details/2501.html,,EXTRACTED,chicken,all_stages,CN
SRC-0076-standard-number,diagnosis_standard,NY/T 680-2003 禽白血病病毒 p27 抗原酶联免疫吸附试验方法,standard_no,NY/T 680-2003,0.98,source_inventory,SRC-0076,https://std.cahec.cn/qb/details/259.html,,EXTRACTED,chicken,all_stages,CN
SRC-0077-standard-number,diagnosis_standard,NY/T 680-2003 禽白血病病毒 p27 抗原酶联免疫吸附试验方法 PDF,standard_no,NY/T 680-2003,0.98,source_inventory,SRC-0077,https://std.cahec.cn/std/File/20171111/96121510384206.pdf,,EXTRACTED,chicken,all_stages,CN
SRC-0078-standard-number,diagnosis_standard,NY/T 770-2004 高致病性禽流感监测技术规范,standard_no,NY/T 770-2004,0.98,source_inventory,SRC-0078,https://std.cahec.cn/qb/details/268.html,,EXTRACTED,chicken,all_stages,CN
SRC-0079-standard-number,diagnosis_standard,NY/T 770-2004 高致病性禽流感监测技术规范 PDF,standard_no,NY/T 770-2004,0.98,source_inventory,SRC-0079,https://std.cahec.cn/std/File/20171111/75131510384385.pdf,,EXTRACTED,chicken,all_stages,CN
SRC-0080-standard-number,diagnosis_standard,NY/T 553-2015 禽支原体 PCR 检测方法,standard_no,NY/T 553-2015,0.98,source_inventory,SRC-0080,https://std.cahec.cn/qb/details/313.html,,EXTRACTED,chicken,all_stages,CN
SRC-0081-standard-number,diagnosis_standard,NY/T 553-2015 禽支原体 PCR 检测方法 PDF,standard_no,NY/T 553-2015,0.98,source_inventory,SRC-0081,https://std.cahec.cn/std/File/20171111/57561510385371.pdf,,EXTRACTED,chicken,all_stages,CN
SRC-0094-standard-number,diagnosis_standard,GB/T 23197-2008 鸡传染性支气管炎诊断技术,standard_no,GB/T 23197-2008,0.98,source_inventory,SRC-0094,https://std.cahec.cn/gb/details/167.html,,EXTRACTED,chicken,all_stages,CN
SRC-0095-standard-number,diagnosis_standard,GB/T 23197-2008 鸡传染性支气管炎诊断技术 PDF,standard_no,GB/T 23197-2008,0.98,source_inventory,SRC-0095,https://std.cahec.cn/std/File/20171111/26551510380267.pdf,,EXTRACTED,chicken,all_stages,CN
SRC-0096-standard-number,diagnosis_standard,NY/T 3791-2020 鸡心包积液综合征诊断技术,standard_no,NY/T 3791-2020,0.98,source_inventory,SRC-0096,https://std.cahec.cn/qb/details/536.html,,EXTRACTED,chicken,all_stages,CN
SRC-0097-standard-number,diagnosis_standard,NY/T 3791-2020 鸡心包积液综合征诊断技术 PDF,standard_no,NY/T 3791-2020,0.98,source_inventory,SRC-0097,https://std.cahec.cn/std/File/20210830/84731630308358.pdf,,EXTRACTED,chicken,all_stages,CN
SRC-0102-standard-number,diagnosis_standard,NY/T 3072-2017 禽结核病诊断技术,standard_no,NY/T 3072-2017,0.98,source_inventory,SRC-0102,https://std.cahec.cn/qb/details/364.html,,EXTRACTED,chicken,all_stages,CN
SRC-0103-standard-number,diagnosis_standard,NY/T 3072-2017 禽结核病诊断技术,standard_no,NY/T 3072-2017,0.98,source_inventory,SRC-0103,https://std.cahec.cn/qb/details/364.html,,EXTRACTED,chicken,all_stages,CN
SRC-0104-standard-number,diagnosis_standard,NY/T 551-2017 鸡产蛋下降综合征诊断技术,standard_no,NY/T 551-2017,0.98,source_inventory,SRC-0104,https://std.cahec.cn/qb/details/360.html,,EXTRACTED,chicken,all_stages,CN
SRC-0105-standard-number,diagnosis_standard,NY/T 551-2017 鸡产蛋下降综合征诊断技术,standard_no,NY/T 551-2017,0.98,source_inventory,SRC-0105,https://std.cahec.cn/qb/details/360.html,,EXTRACTED,chicken,all_stages,CN
SRC-0106-standard-number,diagnosis_standard,NY/T 540-2023 鸡病毒性关节炎诊断技术,standard_no,NY/T 540-2023,0.98,source_inventory,SRC-0106,https://std.cahec.cn/qb/details/1211.html,,EXTRACTED,chicken,all_stages,CN
SRC-0107-standard-number,diagnosis_standard,NY/T 540-2023 鸡病毒性关节炎诊断技术,standard_no,NY/T 540-2023,0.98,source_inventory,SRC-0107,https://std.cahec.cn/qb/details/1211.html,,EXTRACTED,chicken,all_stages,CN
SRC-0108-standard-number,diagnosis_standard,NY/T 540-2023 鸡病毒性关节炎诊断技术,standard_no,NY/T 540-2023,0.98,source_inventory,SRC-0108,https://std.cahec.cn/qb/details/1211.html,,EXTRACTED,chicken,all_stages,CN
SRC-0109-standard-number,diagnosis_standard,NY/T 540-2023 鸡病毒性关节炎诊断技术,standard_no,NY/T 540-2023,0.98,source_inventory,SRC-0109,https://std.cahec.cn/qb/details/1211.html,,EXTRACTED,chicken,all_stages,CN
DIS-001-pathogen_and_classification-1,disease_section_fact,鸡白痢,pathogen_and_classification,Reference title: Pullorum Disease in Poultry,0.88,Merck Veterinary Manual - Pullorum Disease in Poultry,SRC-0029,https://www.merckvetmanual.com/poultry/salmonelloses/pullorum-disease-in-poultry,Pullorum Disease in Poultry / 病原与分类,EXTRACTED,chicken,,US
DIS-001-pathogen_and_classification-2,disease_section_fact,鸡白痢,pathogen_and_classification,Pullorum disease is caused by infection with *Salmonella enterica enterica* serovar Gallinarum biovar Pullorum (*S* Pullorum).,0.88,Merck Veterinary Manual - Pullorum Disease in Poultry,SRC-0029,https://www.merckvetmanual.com/poultry/salmonelloses/pullorum-disease-in-poultry,Pullorum Disease in Poultry / 病原与分类,EXTRACTED,chicken,,US
DIS-001-pathogen_and_classification-3,disease_section_fact,鸡白痢,pathogen_and_classification,S* Pullorum are gram-negative nonsporogenic rods measuring 1.0–2.5 mcm by 0.3–1.5 mcm.,0.88,Merck Veterinary Manual - Pullorum Disease in Poultry,SRC-0029,https://www.merckvetmanual.com/poultry/salmonelloses/pullorum-disease-in-poultry,Pullorum Disease in Poultry / 病原与分类,EXTRACTED,chicken,,US
DIS-001-clinical_sign-1,disease_section_fact,鸡白痢,clinical_sign,Pullorum disease may occur in all age groups;,0.88,Merck Veterinary Manual - Pullorum Disease in Poultry,SRC-0029,https://www.merckvetmanual.com/poultry/salmonelloses/pullorum-disease-in-poultry,Pullorum Disease in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-001-clinical_sign-2,disease_section_fact,鸡白痢,clinical_sign,"however, **birds < 4 weeks old or younger are most commonly affected**.",0.88,Merck Veterinary Manual - Pullorum Disease in Poultry,SRC-0029,https://www.merckvetmanual.com/poultry/salmonelloses/pullorum-disease-in-poultry,Pullorum Disease in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-001-clinical_sign-3,disease_section_fact,鸡白痢,clinical_sign,Birds may die in the hatchery shortly after hatching.,0.88,Merck Veterinary Manual - Pullorum Disease in Poultry,SRC-0029,https://www.merckvetmanual.com/poultry/salmonelloses/pullorum-disease-in-poultry,Pullorum Disease in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-001-clinical_sign-4,disease_section_fact,鸡白痢,clinical_sign,Affected birds exhibit the following clinical signs:,0.88,Merck Veterinary Manual - Pullorum Disease in Poultry,SRC-0029,https://www.merckvetmanual.com/poultry/salmonelloses/pullorum-disease-in-poultry,Pullorum Disease in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-001-necropsy_change-1,disease_section_fact,鸡白痢,necropsy_change,There may be no lesions due to an acute septicemia and death.,0.88,Merck Veterinary Manual - Pullorum Disease in Poultry,SRC-0029,https://www.merckvetmanual.com/poultry/salmonelloses/pullorum-disease-in-poultry,Pullorum Disease in Poultry / 剖检变化,EXTRACTED,chicken,,US
DIS-001-necropsy_change-2,disease_section_fact,鸡白痢,necropsy_change,"Lesions in young birds usually include unabsorbed yolk sacs and classic gray nodules in the liver, spleen, lungs, heart, gizzard, and intestine.",0.88,Merck Veterinary Manual - Pullorum Disease in Poultry,SRC-0029,https://www.merckvetmanual.com/poultry/salmonelloses/pullorum-disease-in-poultry,Pullorum Disease in Poultry / 剖检变化,EXTRACTED,chicken,,US
