fact_id,fact_type,subject,predicate,object,fact_confidence,evidence_source,evidence_source_id,evidence_url,evidence_quote_span,evidence_coverage,applies_to_species,applies_to_stage,jurisdiction
RAU3-COMBO-bbb0e963,tcm_combination_contraindication,巴豆,has_combination_or_contraindication,① 与干姜、大黄同用，用于里寒冷积所致的便秘、腹痛起卧等。 ② 与杏仁、甘遂等配伍，具有强烈的泻下作用，可消除水肿，适用于体质壮实的水肿、腹水。 ③ 与乳香、没药、木鳖子等炼成膏药，外贴患处，用于疮疡成脓而未溃破者。 ④ 巴豆、黑丑、白丑与红霉素同用，可缩短红霉素在肠道的停留时间，减少其吸收。 ⑤ 巴豆不宜与树脂类药物同用，在肠液的碱性环境中析出巴豆油酸和巴豆双脂类，刺激肠壁引起激烈肠蠕动，导致腹痛和腹泻 兽/药/合/理/应/用/与/联/用/手/册 峻猛。 ⑥ 巴豆不宜与碱性药物同用，同用时析出巴豆油，肠蠕动亢进，加剧泻下作用。 ⑦ 巴豆不宜与酒同服，巴豆油溶于乙醇，毒性加剧。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.424; line=620; section=第五节 泻下药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-bbb0e963,tcm_caution_contraindication,巴豆,has_use_caution,(1) 无寒实积滞、体虚的患畜忌用。 ② 孕畜及泌乳期母畜忌用。 ③ 畏牵牛子。 # 第六节 收涩药 凡具有收敛固涩作用，能治疗各种滑脱证的药物，称为收涩药。 滑脱病证主要表现为子宫脱出、滑精、自汗、盗汗、久泻、久痢、粪尿失禁、脱肛、久咳虚喘等。滑脱病证的根本原因是正气虚弱，而收敛固涩属于应急治标的方法，不能从根本上消除导致滑脱诸症的病机，故临床应选择适宜的补益药同用，以期标本兼顾。由于滑脱证表现各异，故本类药物又分为涩肠止泻和敛汗涩精两类。 涩肠止泻药具有涩肠止泻的作用，适用于脾肾虚寒所致的久泻久痢、粪便失禁、脱...,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.424; line=620; section=第五节 泻下药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-1ea67316,tcm_combination_contraindication,乌梅,has_combination_or_contraindication,① 与款冬花、半夏、杏仁等配伍应用，有敛肺气止咳嗽功效，主要用于肺虚久咳。 ② 与肉豆蔻、诃子、茯苓等同用，有涩肠止泻作用，用治气虚脾弱、久泻久痢。 ③ 与天花粉、麦冬、葛根等同用，能生津止渴，用于虚热所致的口渴贪饮。 ④ 与干姜、细辛，黄柏等合用，本品味酸，有安蛔作用，适用于蛔虫引起的腹痛、呕吐等症。 ⑤ 乌梅与磺胺类药物合用，使其毒副作用增强，引起血尿、结晶尿甚至尿闭等。 ⑥ 乌梅含有机酸，与庆大霉素同服，会降低其抗菌作用，因为庆大霉素在酸性尿液中抗菌作用最弱。 ⑦ 中药乌梅、五味子等有酸化作用，能使碱性抗生素红霉素排泄加快，药效降低。 ⑧ 乌梅含挥发油，具有还原作用，不宜与硝酸甘油、硝酸异 山梨酯等具有氧化性的药物联用，会使后...,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.426; line=663; section=第六节 收涩药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-1ea67316,tcm_caution_contraindication,乌梅,has_use_caution,① 有实邪者忌服。 ② 孕畜忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.426; line=663; section=第六节 收涩药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-b25e57a3,tcm_combination_contraindication,诃子,has_combination_or_contraindication,① 与黄连、木香、甘草同用，用于痢疾偏热者；与党参、白术、没药等配伍，用于泻痢日久、气阴两伤时。 ② 与党参、麦冬、五味子等同用，能敛肺利咽，适用于肺虚久咳；可配伍瓜萎、百部、贝母、玄参、桔梗等同用，用于肺热咳嗽。 ③ 诃子含有水合性鞣质，与肝毒性抗生素如氟苯尼考、红霉素、利福平、异烟肼等合用加重肝脏损害，严重者可发生药源性肝炎。 ④ 口服 \beta -内酰胺类药物时不宜与含鞣质较多的诃子同时服用，可在体内生成鞣酸盐沉淀物而不易被吸收，从而降低各自的生物利用度和药效。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.427; line=698; section=第六节 收涩药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-b25e57a3,tcm_caution_contraindication,诃子,has_use_caution,① 泻痢初起者忌用。 ② 本品煨用涩肠，生用清肺。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.427; line=698; section=第六节 收涩药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-448e8655,tcm_combination_contraindication,肉豆蔻（肉果）,has_combination_or_contraindication,① 常与补骨脂、吴茱萸、五味子等同用，如四神丸，善温脾胃，长于涩肠止泻，适用于脾肾虚寒引起的久泻不止。 ② 常与木香、半夏、白术、干姜等配伍应用，能温中行气，适用于脾胃虚寒引起的肚腹胀痛、食欲不振之症。 ③ 含有致幻觉的中药如曼陀罗、肉豆蔻等中药制剂和普萘洛尔合用时，增加中药制剂致幻觉的危险。 ④ 肉豆蔻含挥发油，具有还原作用，不宜与硝酸甘油、硝酸异山梨酯等具有氧化性的药物联用，会使后者的药效丧失。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.428; line=720; section=第六节 收涩药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-448e8655,tcm_caution_contraindication,肉豆蔻（肉果）,has_use_caution,凡热泻热痢者忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.428; line=720; section=第六节 收涩药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-23631603,tcm_combination_contraindication,石榴皮,has_combination_or_contraindication,① 与诃子、肉豆蔻、干姜、黄连等合用，有较强的收敛止泻作用，适用于虚寒所致的久泻久痢之症。 ② 单用或配使君子、槟榔等同用，可用于驱杀蛔虫、蛲虫。 ③ 石榴皮含有水合性鞣质，与肝毒性抗生素如氟苯尼考、红霉素、利福平、异烟肼等合用加重肝脏损害，严重者可发生药源性肝炎。 ④ 石榴皮含水合性鞣质，与四环素类药物合用，形成鞣质酸盐沉淀物，降低药效。 ⑤ 有鞣质的中药如石榴皮、五倍子、萹蓄、大黄、虎杖、地榆，不宜与林可霉素联用，易发生中毒性肝炎。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.429; line=741; section=第六节 收涩药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-23631603,tcm_caution_contraindication,石榴皮,has_use_caution,有实邪者忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.429; line=741; section=第六节 收涩药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-6a49d48e,tcm_combination_contraindication,五倍子,has_combination_or_contraindication,① 与诃子、五味子等同用，能涩肠止泻，用于治久泻久痢、便血日久。 ② 常与党参、五味子、紫菀等同用，有敛肺止咳功效，用于肺虚久咳。 ③ 研末外敷或煎汤外洗，还能杀虫止痒，兼有消疮肿解毒作用，适用于疮癣肿毒、皮肤湿烂等症。 ④ 五倍子不应与红霉素合用，可生成不溶于水的沉淀物，从而无法被肠道吸收，影响疗效。 ⑤ 口服 \beta -内酰胺类药物不宜与含鞣质较多的五倍子同时服用，可在体内生成鞣酸盐沉淀物而不易被吸收，从而会降低各自的生物利用和药效。 ⑥ 有鞣质的中药如石榴皮、五倍子、萹蓄、大黄、虎杖、地榆，不宜与林可霉素联用，易发生中毒性肝炎。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.430; line=765; section=第六节 收涩药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-6a49d48e,tcm_caution_contraindication,五倍子,has_use_caution,肺热咳嗽及湿热泄泻者忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.430; line=765; section=第六节 收涩药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-97d118cc,tcm_combination_contraindication,罂粟壳,has_combination_or_contraindication,① 与乌梅等合用，能敛肺气止咳嗽，用治久咳虚咳。 ② 常与乌梅、大枣等同用；或配伍木香、黄连、生姜应用，有涩肠止泻功效，可治久泻久痢或血痢。 ③ 常与其他活血化瘀药配伍，有止痛功效，用于筋骨诸痛。 ④ 党参、白术、干姜、木香、防风、罂粟壳等中药组成的复方肠胃片，不宜与红霉素等肠道吸收药物同用，由于胃排空速度减慢，延长了红霉素等肠道吸收药物在胃中的停留时间，从而影响其在肠道的吸收，使疗效降低。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.431; line=795; section=第六节 收涩药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-97d118cc,tcm_caution_contraindication,罂粟壳,has_use_caution,① 咳嗽、泻痢初起者忌用。 ② 本品易成瘾，不宜常服。 # 二、敛汗涩精药,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.431; line=795; section=第六节 收涩药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-b6aac5f3,tcm_combination_contraindication,五味子,has_combination_or_contraindication,① 常与党参、麦冬、熟地黄、山茱萸等同用，能敛肺气和滋肾阴，用于肺虚或肾虚不能纳气所致的久咳虚喘。 ② 常与麦冬、生地黄、天花粉等同用，用于治疗津少口渴；与党参、麦冬、浮小麦等配伍，可治体虚多汗。 ③ 与补骨脂、吴茱萸、肉豆蔻等同用，能涩肠止泻，用治脾肾阳虚所致泄泻；与桑螵蛸、菟丝子同用，能益肾固精，治滑精及尿频数等证。 ④ 五味子与磺胺类药物合用，使其毒副作用增强，引起血尿、结晶尿甚至尿闭等。 ⑤ 中药五味子、乌梅等有酸化作用，能使碱性抗生素如红霉素排泄加快，药效降低。 ⑥ 五味子与先锋霉素、利福平等同用，可加强肾毒性抗生素在肾小管中的吸收，增强其毒性。 ⑦ 五味子含挥发油，具有还原作用，不宜与硝酸甘油、硝酸异山梨酯等具有氧化性的...,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.432; line=823; section=第六节 收涩药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-b6aac5f3,tcm_caution_contraindication,五味子,has_use_caution,表邪未解及有实热者不宜用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.432; line=823; section=第六节 收涩药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-0a78743f,tcm_combination_contraindication,龙骨,has_combination_or_contraindication,① 与茯神、远志、朱砂、牡蛎等配伍，能镇静安神，适用于心神不宁、躁动不安等症。 ② 与白芍、牡蛎、赭石等配伍，平肝潜阳，适用于肝阴不足、肝阳上亢之证。 ③ 与牡蛎、山药等同用，长于收敛固涩，适用于滑精、盗汗、久泻不止等症；还可外用于湿疹疮疡及疮疡溃后久不收口。 ④ 龙骨及含有钙离子成分的中成药不宜与庆大霉素同用，可降低血浆中庆大霉素的结合率，增加其毒性反应。 ⑤ 龙骨不宜与四环素类药物同用，因为四环素中的酰胺基、酚羟基能与龙骨中的钙离子发生反应，形成金属络合物，从而会降低四环素的生物利用率。 ⑥ 龙骨内含金属离子，与诺氟沙星同服，会形成钙络合物，使药物的溶解度下降，肠道难以吸收，降低疗效。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.433; line=849; section=第六节 收涩药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-0a78743f,tcm_caution_contraindication,龙骨,has_use_caution,有湿热、实邪者忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.433; line=849; section=第六节 收涩药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-c4361419,tcm_combination_contraindication,牡 蛎,has_combination_or_contraindication,① 与龙骨、龟甲、白芍等配伍，能平肝潜阳，适用于阴虚阳引起的躁动不安之症。 ② 常与玄参、贝母等同用，有软坚散结作用，用于消散瘰疬。 ③ 与浮小麦、麻黄根、黄芪等配伍，可治自汗、盗汗；与煅龙骨、金樱子、芡实等同用，用于滑精。 ④ 牡蛎及含有钙离子成分的中成药不宜与庆大霉素同用，可降低血浆中庆大霉素的结合率，增加其毒性反应。 ⑤ 牡蛎不宜与四环素类药物同用，因为四环素中的酰胺基、酚羟基能与龙骨中的钙离子发生反应，形成金属络合物，从而会降低四环素的生物利用率。 ⑥ 牡蛎内含金属离子，与诺氟沙星同服，会形成钙络合物，使药物的溶解度下降，肠道难以吸收，降低疗效。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.434; line=872; section=第六节 收涩药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-c4361419,tcm_caution_contraindication,牡 蛎,has_use_caution,① 急慢性皮肤病患者忌食。 ② 脾胃虚寒、慢性腹泻便溏者不宜多吃。 ③ 本品多服、久服易引起便秘和消化不良。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.434; line=872; section=第六节 收涩药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-eed96a17,tcm_combination_contraindication,金樱子,has_combination_or_contraindication,① 常与芡实、莲子、菟丝子、补骨脂等同用，有固精缩尿作用，适用于肾虚引起的滑精、尿频等症。 ② 常与党参、白术、茯苓等同用，能涩肠止泻，可用于脾虚泄泻。 ③ 金樱子含鞣质，与红霉素、氟苯尼考等抗生素同服，会生成盐酸沉淀物，使药物难以吸收，影响疗效。 ④ 金樱子含有机酸，与磺胺类药物配伍，会使尿液酸化，降低磺胺类药的药效。 ⑤ 金樱子也不能与红霉素配伍，红霉素在酸性环境中不稳定，当 \mathrm{pH} < 4 时，红霉素完全分解失效。 ⑥ 金樱子不宜与强心苷类药物合用，易引起中毒。 ⑦ 金樱子不宜与水杨酸制剂同用，易促成消化性溃疡。 ⑧ 金樱子不宜与氢氯噻嗪等排钾利尿药同用，容易导致低钾血症。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.435; line=897; section=第六节 收涩药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-eed96a17,tcm_caution_contraindication,金樱子,has_use_caution,有实火、邪热者忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.435; line=897; section=第六节 收涩药,complete,swine,all_stages,China/handbook context
